Fläche,Fragen
94.12,Wie viele Quadratmeter umfasst die Stadt Neustadt-Glewe?
75.91,Wie viele Quadratmeter umfasst die Stadt Bonndorf im Schwarzwald?
82.39,Wie viele Quadratmeter umfasst die Stadt Moringen?
54.87,Wie groß ist die Fläche von Ilshofen?
28.68,Wie viele Quadratmeter umfasst die Stadt Polch?
99.69,Wie groß ist die Fläche von Geiselhöring?
49.95,Wie groß ist die Fläche der Stadt Ebermannstadt?
12.77,Welche Fläche nimmt Nortorf ein?
66.25,Wie viele Quadratmeter umfasst die Stadt Neukirchen?
28.94,Wie viele Quadratmeter umfasst die Stadt Gröditz?
75.87,Wie viele Quadratmeter umfasst die Stadt Schelklingen?
102.31,Wie groß ist die Fläche von Gerbstedt?
13.99,Wie viele Quadratmeter umfasst die Stadt Gau-Algesheim?
18.39,Wie viele Quadratmeter umfasst die Stadt Gerolzhofen?
37.45,Wie groß ist die Fläche der Stadt Höchstädt a.d.Donau?
18.75,Wie groß ist die Fläche der Stadt Dietenheim?
27.56,Welche Fläche nimmt Reichelsheim (Wetterau) ein?
44.76,Wie viele Quadratmeter umfasst die Stadt Horstmar?
59.39,Welche Fläche nimmt Dingelstädt ein?
95.34,Wie groß ist die Fläche von Hecklingen?
59.18,Wie groß ist die Fläche von Schwarzenbach a.d.Saale?
30.89,Wie viele Quadratmeter umfasst die Stadt Hermeskeil?
54.40,Welche Fläche nimmt Hartha ein?
269.71,Wie viele Quadratmeter umfasst die Stadt Arendsee (Altmark)?
270.07,Wie groß ist die Fläche von Jerichow?
54.71,Wie groß ist die Fläche der Stadt Geithain?
115.70,Welche Fläche nimmt Waldeck ein?
67.47,Wie groß ist die Fläche von Volkmarsen?
25.27,Wie viele Quadratmeter umfasst die Stadt Böhlen?
7.90,Wie groß ist die Fläche von Kahla?
15.69,Wie viele Quadratmeter umfasst die Stadt Rodalben?
122.45,Welche Fläche nimmt Römhild ein?
95.64,Wie groß ist die Fläche der Stadt Glashütte?
104.80,Wie groß ist die Fläche von Buttstädt?
101.71,Wie groß ist die Fläche von Boxberg?
17.89,Wie viele Quadratmeter umfasst die Stadt Edenkoben?
59.46,Wie groß ist die Fläche der Stadt Uffenheim?
47.84,Welche Fläche nimmt Neuenstein ein?
66.53,Wie groß ist die Fläche von Waldsassen?
17.99,Wie groß ist die Fläche von Herdorf?
93.64,Wie groß ist die Fläche der Stadt Ketzin/Havel?
101.17,Wie groß ist die Fläche von Waldmünchen?
25.40,Welche Fläche nimmt Maulbronn ein?
47.32,Wie groß ist die Fläche der Stadt Osterburken?
24.18,Wie viele Quadratmeter umfasst die Stadt Stadtroda?
113.75,Welche Fläche nimmt Blankenhain ein?
64.69,Wie groß ist die Fläche der Stadt Vilseck?
45.05,Wie groß ist die Fläche der Stadt Artern?
23.71,Wie groß ist die Fläche von Bad Brückenau?
39.38,Wie viele Quadratmeter umfasst die Stadt Mitterteich?
225.59,Wie groß ist die Fläche der Stadt Annaburg?
86.55,Welche Fläche nimmt Zierenberg ein?
44.71,Wie viele Quadratmeter umfasst die Stadt Malchow?
48.77,Welche Fläche nimmt Pegau ein?
15.61,Wie viele Quadratmeter umfasst die Stadt Rodenberg?
54.18,Wie groß ist die Fläche der Stadt Bad Sobernheim?
216.21,Wie viele Quadratmeter umfasst die Stadt Grafenwöhr?
114.90,Welche Fläche nimmt Laage ein?
40.60,Wie viele Quadratmeter umfasst die Stadt Burgkunstadt?
11.71,Wie viele Quadratmeter umfasst die Stadt Heitersheim?
51.11,Welche Fläche nimmt Rosenfeld ein?
141.79,Wie viele Quadratmeter umfasst die Stadt Friedland?
121.70,Wie viele Quadratmeter umfasst die Stadt Arnstein?
16.27,Wie groß ist die Fläche der Stadt Güglingen?
77.65,Wie groß ist die Fläche von Bad Rodach?
149.22,Welche Fläche nimmt Havelberg ein?
20.03,Wie viele Quadratmeter umfasst die Stadt Thannhausen?
61.07,Welche Fläche nimmt Neumarkt-Sankt Veit ein?
80.08,Welche Fläche nimmt Wittenburg ein?
73.75,Welche Fläche nimmt Geisingen ein?
52.97,Wie groß ist die Fläche der Stadt Gammertingen?
39.68,Welche Fläche nimmt Glücksburg (Ostsee) ein?
77.67,Wie groß ist die Fläche von Werra-Suhl-Tal?
59.86,Wie viele Quadratmeter umfasst die Stadt Bernsdorf?
79.20,Wie groß ist die Fläche von Trochtelfingen?
82.16,Wie groß ist die Fläche von Falkenberg/Elster?
36.12,Wie groß ist die Fläche der Stadt Zell im Wiesental?
37.59,Wie groß ist die Fläche der Stadt Großalmerode?
17.98,Wie viele Quadratmeter umfasst die Stadt Linz am Rhein?
26.88,Welche Fläche nimmt Rodewisch ein?
10.98,Wie viele Quadratmeter umfasst die Stadt Altenkirchen (Westerwald)?
45.41,Wie groß ist die Fläche von Rötha?
21.13,Wie groß ist die Fläche von Klingenberg a.Main?
17.43,Wie groß ist die Fläche der Stadt Neuffen?
89.52,Wie groß ist die Fläche von Kölleda?
62.36,Wie groß ist die Fläche von Nabburg?
64.56,Wie groß ist die Fläche von Alpirsbach?
25.24,Wie groß ist die Fläche der Stadt Beilstein?
21.43,Wie groß ist die Fläche von Hachenburg?
28.59,Wie groß ist die Fläche von Dohna?
74.69,Wie groß ist die Fläche der Stadt Lübz?
37.36,Welche Fläche nimmt Vogtsburg im Kaiserstuhl ein?
53.57,Wie viele Quadratmeter umfasst die Stadt Wassertrüdingen?
68.12,Wie viele Quadratmeter umfasst die Stadt Windsbach?
78.70,Welche Fläche nimmt Dietfurt a.d.Altmühl ein?
44.91,Wie groß ist die Fläche von Dornhan?
100.30,Wie groß ist die Fläche von Riedenburg?
9.95,Wie groß ist die Fläche von Bad Marienberg (Westerwald)?
60.92,Wie viele Quadratmeter umfasst die Stadt Biesenthal?
116.27,Wie groß ist die Fläche der Stadt Plau am See?
24.34,Wie viele Quadratmeter umfasst die Stadt Schirgiswalde-Kirschau?
35.62,Welche Fläche nimmt Bad Blankenburg ein?
79.71,Wie groß ist die Fläche der Stadt Nieheim?
4.83,Welche Fläche nimmt Marne ein?
79.32,Wie viele Quadratmeter umfasst die Stadt Nienburg (Saale)?
97.71,Wie groß ist die Fläche der Stadt Spangenberg?
12.07,Wie groß ist die Fläche von Meersburg?
70.24,Welche Fläche nimmt Schlüsselfeld ein?
28.92,Wie groß ist die Fläche der Stadt Haiterbach?
20.09,Wie groß ist die Fläche von Bad Hönningen?
80.76,Welche Fläche nimmt Großbreitenbach ein?
26.31,Wie viele Quadratmeter umfasst die Stadt Norderney?
69.51,Wie groß ist die Fläche von Bad Königshofen i.Grabfeld?
95.28,Wie groß ist die Fläche von An der Schmücke?
62.14,Welche Fläche nimmt Bräunlingen ein?
10.79,Wie viele Quadratmeter umfasst die Stadt Thalheim/Erzgeb.?
31.96,Wie groß ist die Fläche von Geislingen?
121.68,Wie groß ist die Fläche von Gransee?
72.46,Welche Fläche nimmt Treffurt ein?
49.68,Wie groß ist die Fläche der Stadt Brotterode-Trusetal?
105.21,Welche Fläche nimmt Schrozberg ein?
14.68,Welche Fläche nimmt Oberlungwitz ein?
72.01,Wie groß ist die Fläche der Stadt Tittmoning?
55.08,Wie groß ist die Fläche der Stadt Mügeln?
31.98,Wie groß ist die Fläche der Stadt Dierdorf?
24.69,Wie viele Quadratmeter umfasst die Stadt Neubulach?
213.85,Welche Fläche nimmt Fürstenberg/Havel ein?
86.82,Welche Fläche nimmt Greußen ein?
74.13,Wie groß ist die Fläche von Herrnhut?
31.60,Wie groß ist die Fläche der Stadt Wemding?
31.63,Wie groß ist die Fläche der Stadt Münzenberg?
18.48,Wie viele Quadratmeter umfasst die Stadt Westerburg?
48.92,Welche Fläche nimmt Bad Lobenstein ein?
36.07,Wie viele Quadratmeter umfasst die Stadt Hausach?
22.25,Wie viele Quadratmeter umfasst die Stadt Grünhain-Beierfeld?
49.84,Wie groß ist die Fläche von Grebenstein?
28.66,Welche Fläche nimmt Leun ein?
9.93,Wie groß ist die Fläche der Stadt Neustadt a.d.Waldnaab?
94.41,Wie viele Quadratmeter umfasst die Stadt Kaltennordheim?
61.02,Wie groß ist die Fläche der Stadt Wittichenau / Kulow?
67.98,Wie groß ist die Fläche der Stadt Wolfach?
41.02,Welche Fläche nimmt Stavenhagen ein?
25.57,Wie groß ist die Fläche von Waibstadt?
31.65,Wie viele Quadratmeter umfasst die Stadt Braunlage?
84.07,Wie viele Quadratmeter umfasst die Stadt Leutershausen?
75.96,Wie groß ist die Fläche von Nottertal-Heilinger Höhen?
9.75,Wie groß ist die Fläche der Stadt Bredstedt?
23.76,Wie groß ist die Fläche von Rochlitz?
35.67,Wie groß ist die Fläche der Stadt Zeil a.Main?
24.92,Wie groß ist die Fläche der Stadt Stadtoldendorf?
14.37,Wie viele Quadratmeter umfasst die Stadt Kusel?
31.35,Wie groß ist die Fläche von Traben-Trarbach?
56.79,Wie viele Quadratmeter umfasst die Stadt Kemnath?
39.73,Wie viele Quadratmeter umfasst die Stadt Schöppenstedt?
73.16,Wie viele Quadratmeter umfasst die Stadt Harburg (Schwaben)?
74.96,Wie viele Quadratmeter umfasst die Stadt Hirschau?
8.47,Wie groß ist die Fläche der Stadt Kastellaun?
29.05,Wie groß ist die Fläche der Stadt Bodenwerder?
88.72,Welche Fläche nimmt Bad Gottleuba-Berggießhübel ein?
60.89,Welche Fläche nimmt Stolpen ein?
61.63,Welche Fläche nimmt Großschirma ein?
10.11,Wie groß ist die Fläche von Wirges?
55.99,Wie viele Quadratmeter umfasst die Stadt Mellrichstadt?
72.27,Wie viele Quadratmeter umfasst die Stadt Grabow?
48.41,Wie groß ist die Fläche der Stadt Abenberg?
33.44,Wie groß ist die Fläche von Schwarzheide?
14.30,Wie groß ist die Fläche der Stadt Heimsheim?
15.86,Wie viele Quadratmeter umfasst die Stadt Hagenbach?
30.61,Wie groß ist die Fläche von Niedenstein?
46.48,Wie viele Quadratmeter umfasst die Stadt Ingelfingen?
22.86,Wie groß ist die Fläche von Prüm?
89.08,Wie groß ist die Fläche der Stadt Wasungen?
89.34,Welche Fläche nimmt Gersfeld (Rhön) ein?
143.90,Wie groß ist die Fläche von Drebkau/Drjowk?
32.91,Wie viele Quadratmeter umfasst die Stadt Neudenau?
64.71,Wie groß ist die Fläche der Stadt Battenberg (Eder)?
91.90,Welche Fläche nimmt Zarrentin am Schaalsee ein?
47.76,Wie viele Quadratmeter umfasst die Stadt Gadebusch?
71.23,Wie groß ist die Fläche der Stadt Tharandt?
93.20,Wie viele Quadratmeter umfasst die Stadt Stühlingen?
69.41,Welche Fläche nimmt Ellrich ein?
175.66,Wie viele Quadratmeter umfasst die Stadt Velburg?
13.07,Welche Fläche nimmt Munderkingen ein?
32.11,Wie groß ist die Fläche der Stadt Otterberg?
40.81,Wie groß ist die Fläche von Eltmann?
42.73,Wie groß ist die Fläche von Seelow?
38.55,Wie viele Quadratmeter umfasst die Stadt Ruhla?
69.33,Welche Fläche nimmt Monheim ein?
16.59,Wie groß ist die Fläche von Mahlberg?
76.61,Welche Fläche nimmt Burg Stargard ein?
36.83,Wie groß ist die Fläche von Rockenhausen?
51.48,Wie viele Quadratmeter umfasst die Stadt Pfreimd?
34.22,Wie groß ist die Fläche der Stadt Oettingen i.Bay.?
6.15,Wie viele Quadratmeter umfasst die Stadt Lütjenburg?
30.77,Wie viele Quadratmeter umfasst die Stadt Dornburg-Camburg?
81.43,Wie groß ist die Fläche von Külsheim?
38.09,Wie groß ist die Fläche der Stadt Forchtenberg?
73.30,Wie viele Quadratmeter umfasst die Stadt Pottenstein?
13.03,Wie groß ist die Fläche von Waldmohr?
21.18,Wie groß ist die Fläche der Stadt Cochem?
82.55,Wie groß ist die Fläche der Stadt Diemelstadt?
53.07,Welche Fläche nimmt Altentreptow ein?
135.61,Welche Fläche nimmt Uebigau-Wahrenbrück ein?
102.97,Welche Fläche nimmt Falkenstein/Harz ein?
29.04,Wie viele Quadratmeter umfasst die Stadt Kitzscher?
43.84,Wie groß ist die Fläche von Adelsheim?
48.97,Wie viele Quadratmeter umfasst die Stadt Freren?
55.67,Welche Fläche nimmt Spalt ein?
56.34,Wie viele Quadratmeter umfasst die Stadt Hofheim i.UFr.?
21.09,Wie groß ist die Fläche der Stadt Lindenfels?
30.68,Welche Fläche nimmt Röbel/Müritz ein?
38.28,Wie groß ist die Fläche von Schwaan?
64.87,Welche Fläche nimmt Creußen ein?
67.56,Wie groß ist die Fläche von Erbendorf?
58.67,Welche Fläche nimmt Hitzacker (Elbe) ein?
30.98,Wie groß ist die Fläche von Borkum?
66.32,Wie groß ist die Fläche von Naumburg?
8.05,Welche Fläche nimmt Emmelshausen ein?
27.62,Wie viele Quadratmeter umfasst die Stadt Lichtenau?
8.16,Wie groß ist die Fläche der Stadt Unkel?
43.19,Wie groß ist die Fläche von Arzberg?
44.41,Wie groß ist die Fläche von Vacha?
18.90,Wie groß ist die Fläche der Stadt Thum?
80.66,Wie viele Quadratmeter umfasst die Stadt Hollfeld?
19.13,Wie viele Quadratmeter umfasst die Stadt Ronneburg?
43.90,Wie groß ist die Fläche von Amöneburg?
52.24,Wie groß ist die Fläche der Stadt Wörth a.d.Donau?
36.37,Wie viele Quadratmeter umfasst die Stadt Windischeschenbach?
62.42,Wie groß ist die Fläche der Stadt Oberviechtach?
44.43,Welche Fläche nimmt Tönning ein?
64.36,Welche Fläche nimmt Marienmünster ein?
13.59,Wie viele Quadratmeter umfasst die Stadt Freinsheim?
62.64,Welche Fläche nimmt Reichenbach/O.L. ein?
104.05,Wie groß ist die Fläche der Stadt Niederstetten?
69.37,Wie groß ist die Fläche der Stadt Trendelburg?
72.98,Welche Fläche nimmt Oppenau ein?
67.55,Wie groß ist die Fläche der Stadt Kröpelin?
107.03,Wie groß ist die Fläche der Stadt Seehausen (Altmark)?
162.58,Wie groß ist die Fläche von Dahme/Mark?
69.75,Wie groß ist die Fläche der Stadt Todtnau?
64.13,Wie groß ist die Fläche von Pausa-Mühltroff?
42.97,Wie viele Quadratmeter umfasst die Stadt Adorf/Vogtl.?
66.63,Welche Fläche nimmt Lommatzsch ein?
40.86,Wie groß ist die Fläche der Stadt Lauchheim?
78.06,Wie groß ist die Fläche von Iphofen?
29.81,Wie groß ist die Fläche der Stadt Niederstotzingen?
71.94,Wie groß ist die Fläche der Stadt Geisa?
15.88,Wie groß ist die Fläche von Wörth a.Main?
75.85,Wie viele Quadratmeter umfasst die Stadt Crivitz?
23.25,Welche Fläche nimmt Schömberg ein?
67.70,Welche Fläche nimmt Bischofsheim i.d.Rhön ein?
90.14,Wie groß ist die Fläche der Stadt Weismain?
45.12,Welche Fläche nimmt Scheinfeld ein?
88.22,Wie viele Quadratmeter umfasst die Stadt Eggesin?
66.91,Wie groß ist die Fläche von Heringen/Helme?
62.03,Wie groß ist die Fläche der Stadt Tengen?
18.27,Welche Fläche nimmt Groß-Bieberau ein?
120.16,Wie groß ist die Fläche der Stadt Lübtheen?
52.19,Wie groß ist die Fläche der Stadt Schönberg?
17.04,Wie groß ist die Fläche von Wilthen?
140.52,Welche Fläche nimmt Marlow ein?
79.98,Welche Fläche nimmt Herbstein ein?
52.90,Wie groß ist die Fläche von Krautheim?
69.23,Wie viele Quadratmeter umfasst die Stadt Müllrose?
69.73,Welche Fläche nimmt Amt Creuzburg ein?
33.33,Wie groß ist die Fläche von Triberg im Schwarzwald?
58.64,Welche Fläche nimmt Heideck ein?
78.48,Welche Fläche nimmt Königsbrück ein?
117.23,Wie groß ist die Fläche der Stadt Creglingen?
31.89,Wie viele Quadratmeter umfasst die Stadt Vellberg?
17.55,Wie groß ist die Fläche der Stadt Nassau?
46.56,Wie viele Quadratmeter umfasst die Stadt Freyburg (Unstrut)?
15.89,Welche Fläche nimmt Ehrenfriedersdorf ein?
24.97,Wie viele Quadratmeter umfasst die Stadt Wachenheim an der Weinstraße?
40.76,Wie viele Quadratmeter umfasst die Stadt Dahn?
66.69,Wie groß ist die Fläche der Stadt Putbus?
23.38,Wie groß ist die Fläche der Stadt Augustusburg?
65.35,Wie groß ist die Fläche von Hallenberg?
36.70,Welche Fläche nimmt Hartenstein ein?
87.48,Wie viele Quadratmeter umfasst die Stadt Strasburg (Uckermark)?
69.19,Wie groß ist die Fläche der Stadt Baumholder?
18.14,Wie viele Quadratmeter umfasst die Stadt Rennerod?
38.26,Wie groß ist die Fläche von Bad Berneck i.Fichtelgebirge?
142.17,Wie groß ist die Fläche von Liebenwalde?
60.45,Wie groß ist die Fläche der Stadt Tann (Rhön)?
22.49,Wie groß ist die Fläche der Stadt Schönau?
23.74,Wie groß ist die Fläche der Stadt Bad Buchau?
67.32,Wie groß ist die Fläche der Stadt Rauschenberg?
28.91,Welche Fläche nimmt Dransfeld ein?
72.40,Welche Fläche nimmt Rothenburg/O.L. ein?
8.08,Wie groß ist die Fläche von Wyk auf Föhr?
40.93,Welche Fläche nimmt Kirchberg an der Jagst ein?
30.73,Welche Fläche nimmt Rabenau ein?
40.38,Wie groß ist die Fläche der Stadt Gerabronn?
36.70,Welche Fläche nimmt Schwarzenbach a.Wald ein?
2.71,Welche Fläche nimmt Wilster ein?
118.01,Wie viele Quadratmeter umfasst die Stadt Dargun?
13.49,Wie groß ist die Fläche von Peitz/Picnjo?
35.13,Wie groß ist die Fläche von Eschenbach i.d.OPf.?
41.64,Wie groß ist die Fläche von Tambach-Dietharz/Thür. Wald?
233.83,Wie groß ist die Fläche von Baruth/Mark?
13.05,Wie viele Quadratmeter umfasst die Stadt Nastätten?
27.75,Wie viele Quadratmeter umfasst die Stadt Selbitz?
50.32,Welche Fläche nimmt Gefrees ein?
66.34,Wie groß ist die Fläche von Pressath?
64.96,Wie groß ist die Fläche der Stadt Heimbach?
54.45,Wie groß ist die Fläche der Stadt Hornberg?
164.17,Wie groß ist die Fläche von Woldegk?
96.53,Welche Fläche nimmt Waldkappel ein?
89.91,Wie viele Quadratmeter umfasst die Stadt Loitz?
37.83,Wie groß ist die Fläche von Gräfenberg?
60.37,Wie viele Quadratmeter umfasst die Stadt Waldershof?
19.58,Wie groß ist die Fläche von Daaden?
71.87,Wie groß ist die Fläche von Dahlen?
63.41,Welche Fläche nimmt Schnaittenbach ein?
46.88,Wie groß ist die Fläche von Wanfried?
16.36,Wie groß ist die Fläche der Stadt Rheinböllen?
115.56,Wie groß ist die Fläche von Penzlin?
96.77,Wie groß ist die Fläche der Stadt Lichtenfels?
30.06,Welche Fläche nimmt Geringswalde ein?
26.41,Wie viele Quadratmeter umfasst die Stadt Neckarbischofsheim?
44.95,Wie viele Quadratmeter umfasst die Stadt Zell (Mosel)?
8.32,Welche Fläche nimmt Lambrecht (Pfalz) ein?
86.19,Wie groß ist die Fläche von Brück?
28.33,Welche Fläche nimmt Lunzenau ein?
66.97,Wie groß ist die Fläche von Dassow?
17.71,Welche Fläche nimmt Niedernhall ein?
22.05,Wie viele Quadratmeter umfasst die Stadt Allendorf (Lumda)?
67.70,Wie groß ist die Fläche von Sternberg?
36.17,Wie viele Quadratmeter umfasst die Stadt Güsten?
18.05,Wie groß ist die Fläche von Kirchberg (Hunsrück)?
27.51,Welche Fläche nimmt Neukloster ein?
20.16,Wie viele Quadratmeter umfasst die Stadt Marktbreit?
31.25,Wie viele Quadratmeter umfasst die Stadt Ellingen?
25.13,Wie groß ist die Fläche der Stadt Neubukow?
50.90,Welche Fläche nimmt Amorbach ein?
32.14,Wie viele Quadratmeter umfasst die Stadt Baunach?
17.24,Wie groß ist die Fläche von Neckarsteinach?
25.06,Wie groß ist die Fläche von Waldenburg?
24.51,Wie groß ist die Fläche der Stadt Tessin?
72.53,Wie viele Quadratmeter umfasst die Stadt Seßlach?
64.32,Wie groß ist die Fläche der Stadt Pappenheim?
54.41,Wie groß ist die Fläche der Stadt St. Blasien?
8.45,Welche Fläche nimmt Hoya ein?
158.28,Wie groß ist die Fläche der Stadt Mirow?
30.51,Wie groß ist die Fläche der Stadt Wolkenstein?
54.43,Wie groß ist die Fläche von Lorch?
58.65,Welche Fläche nimmt Gemünden (Wohra) ein?
35.06,Welche Fläche nimmt Trebsen/Mulde ein?
26.37,Wie groß ist die Fläche von Regis-Breitingen?
12.51,Wie groß ist die Fläche von Netzschkau?
37.22,Wie groß ist die Fläche von Ruhland?
25.10,Welche Fläche nimmt Elsterberg ein?
29.59,Welche Fläche nimmt Johanngeorgenstadt ein?
34.21,Wie groß ist die Fläche von Schiltach?
34.76,Wie groß ist die Fläche von Freudenberg?
57.84,Wie groß ist die Fläche der Stadt Kindelbrück?
26.54,Wie groß ist die Fläche von Deidesheim?
70.47,Wie groß ist die Fläche von Vöhrenbach?
26.35,Wie viele Quadratmeter umfasst die Stadt Steinach?
15.38,Welche Fläche nimmt Bad Muskau / Mužakow ein?
22.74,Welche Fläche nimmt Tegernsee ein?
15.36,Welche Fläche nimmt Speicher ein?
44.72,Wie viele Quadratmeter umfasst die Stadt Grünsfeld?
30.28,Wie groß ist die Fläche der Stadt Strehla?
61.88,Welche Fläche nimmt Königsberg i.Bay. ein?
33.15,Welche Fläche nimmt Triptis ein?
19.12,Welche Fläche nimmt Seifhennersdorf ein?
19.77,Welche Fläche nimmt Bad Elster ein?
55.33,Wie viele Quadratmeter umfasst die Stadt Weißensee?
44.59,Wie groß ist die Fläche von Rehna?
14.85,Wie groß ist die Fläche der Stadt Bad Karlshafen?
21.74,Welche Fläche nimmt Mühlheim an der Donau ein?
20.68,Welche Fläche nimmt Wildenfels ein?
12.93,Welche Fläche nimmt Lucka ein?
59.73,Wie viele Quadratmeter umfasst die Stadt Gröningen?
89.20,Wie viele Quadratmeter umfasst die Stadt Mühlberg/Elbe?
23.92,Welche Fläche nimmt Eschershausen ein?
42.30,Wie groß ist die Fläche von Burgbernheim?
5.13,Wie groß ist die Fläche der Stadt Wesselburen?
87.35,Welche Fläche nimmt Tanna ein?
30.68,Wie viele Quadratmeter umfasst die Stadt Goldkronach?
27.77,Wie groß ist die Fläche der Stadt Münstermaifeld?
25.98,Wie groß ist die Fläche der Stadt Schwarzatal?
14.07,Wie groß ist die Fläche von Gößnitz?
46.76,Wie groß ist die Fläche von Bad Schandau?
87.36,Wie groß ist die Fläche von Krakow am See?
55.91,Wie groß ist die Fläche der Stadt Auma-Weidatal?
16.93,Welche Fläche nimmt Bad Köstritz ein?
121.68,Wie groß ist die Fläche der Stadt Joachimsthal?
9.70,Wie groß ist die Fläche von Owen?
75.87,Wie groß ist die Fläche der Stadt Neustadt (Dosse)?
28.74,Wie groß ist die Fläche von Ulmen?
30.85,Wie groß ist die Fläche der Stadt Hirschhorn (Neckar)?
23.46,Welche Fläche nimmt Löwenstein ein?
64.72,Welche Fläche nimmt Goldberg ein?
9.01,Welche Fläche nimmt Stromberg ein?
112.74,Wie groß ist die Fläche der Stadt Heldburg?
18.56,Wie viele Quadratmeter umfasst die Stadt Geyer?
8.16,Welche Fläche nimmt Oberriexingen ein?
66.67,Wie groß ist die Fläche der Stadt Rötz?
40.56,Wie groß ist die Fläche von Kelbra (Kyffhäuser)?
58.74,Wie viele Quadratmeter umfasst die Stadt Ludwigsstadt?
72.05,Wie groß ist die Fläche der Stadt Saalburg-Ebersdorf?
23.10,Wie groß ist die Fläche der Stadt Kranichfeld?
40.85,Wie groß ist die Fläche von Ostheim v.d.Rhön?
39.57,Wie groß ist die Fläche der Stadt Welzow/Wjelcej?
44.02,Wie groß ist die Fläche von Schalkau?
81.97,Wie groß ist die Fläche der Stadt Havelsee?
64.64,Wie groß ist die Fläche von Hohnstein?
52.00,Wie groß ist die Fläche von Bernstadt a. d. Eigen?
22.91,Wie groß ist die Fläche von Neusalza-Spremberg?
20.66,Wie groß ist die Fläche von Hillesheim?
43.52,Wie groß ist die Fläche der Stadt Berga/Elster?
44.45,Wie groß ist die Fläche von Warin?
8.18,Wie viele Quadratmeter umfasst die Stadt Kaisersesch?
29.23,Wie viele Quadratmeter umfasst die Stadt Egeln?
25.17,Welche Fläche nimmt Bad Teinach-Zavelstein ein?
79.91,Wie groß ist die Fläche der Stadt Kirtorf?
119.29,Welche Fläche nimmt Sonnewalde ein?
111.98,Wie groß ist die Fläche der Stadt Lychen?
15.79,Wie viele Quadratmeter umfasst die Stadt Döbern/Derbno?
18.72,Welche Fläche nimmt Lauscha ein?
19.19,Welche Fläche nimmt Schönwald ein?
54.42,Welche Fläche nimmt Lebus ein?
39.80,Welche Fläche nimmt Stadtsteinach ein?
48.87,Wie viele Quadratmeter umfasst die Stadt Prichsenstadt?
7.07,Wie groß ist die Fläche der Stadt Eibelstadt?
48.48,Wie groß ist die Fläche der Stadt Kirchenlamitz?
25.47,Welche Fläche nimmt Wolframs-Eschenbach ein?
22.47,Welche Fläche nimmt Fridingen an der Donau ein?
42.23,Welche Fläche nimmt Weißenstadt ein?
44.43,Wie viele Quadratmeter umfasst die Stadt Klütz?
31.55,Wie groß ist die Fläche der Stadt Waldenburg?
55.03,Wie groß ist die Fläche der Stadt Schöneck/Vogtl.?
89.65,Wie groß ist die Fläche der Stadt Wesenberg?
26.07,Wie viele Quadratmeter umfasst die Stadt Merkendorf?
74.41,Welche Fläche nimmt Bärnau ein?
50.96,Wie viele Quadratmeter umfasst die Stadt Weißenberg / Wóspork?
57.93,Wie groß ist die Fläche von Waischenfeld?
156.18,Welche Fläche nimmt Schönewalde ein?
27.19,Welche Fläche nimmt Bürgel ein?
18.56,Wie groß ist die Fläche der Stadt Adenau?
16.31,Wie groß ist die Fläche der Stadt Rhens?
60.57,Wie groß ist die Fläche der Stadt Dömitz?
65.47,Wie groß ist die Fläche der Stadt Lindow (Mark)?
25.43,Welche Fläche nimmt Nebra (Unstrut) ein?
48.88,Welche Fläche nimmt Liebenau ein?
174.23,Wie viele Quadratmeter umfasst die Stadt Friedland?
15.45,Welche Fläche nimmt Münchenbernsdorf ein?
72.32,Welche Fläche nimmt Wurzbach ein?
35.48,Wie groß ist die Fläche der Stadt Marktleuthen?
55.97,Wie groß ist die Fläche von Ravenstein?
19.50,Wie viele Quadratmeter umfasst die Stadt Braubach?
65.61,Welche Fläche nimmt Ulrichstein ein?
58.51,Wie groß ist die Fläche von Hatzfeld (Eder)?
57.65,Wie groß ist die Fläche der Stadt Gützkow?
30.71,Welche Fläche nimmt Jarmen ein?
8.70,Wie groß ist die Fläche der Stadt Selters (Westerwald)?
41.11,Wie groß ist die Fläche der Stadt Gnoien?
57.29,Wie groß ist die Fläche der Stadt Frankenau?
27.50,Wie groß ist die Fläche von Schillingsfürst?
18.08,Wie groß ist die Fläche der Stadt Oberwesel?
10.33,Wie groß ist die Fläche von Meisenheim?
31.17,Wie groß ist die Fläche von Laucha an der Unstrut?
20.18,Welche Fläche nimmt Themar ein?
23.17,Wie viele Quadratmeter umfasst die Stadt Sankt Goar?
30.19,Wie groß ist die Fläche der Stadt Wustrow (Wendland)?
45.74,Welche Fläche nimmt Elterlein ein?
22.74,Wie groß ist die Fläche von Sulzburg?
3.06,Welche Fläche nimmt Garding ein?
58.98,Wie groß ist die Fläche von Frauenstein?
32.63,Wie groß ist die Fläche von Elstra / Halštrow?
54.43,Wie groß ist die Fläche der Stadt Romrod?
44.54,Welche Fläche nimmt Ebeleben ein?
49.77,Wie groß ist die Fläche von Bad Bibra?
119.68,Wie viele Quadratmeter umfasst die Stadt Putlitz?
54.98,Wie viele Quadratmeter umfasst die Stadt Tribsees?
53.43,Wie groß ist die Fläche der Stadt Schkölen?
27.21,Welche Fläche nimmt Brüel ein?
4.02,Wie groß ist die Fläche der Stadt Friedrichstadt?
45.65,Welche Fläche nimmt Wallenfels ein?
23.31,Wie viele Quadratmeter umfasst die Stadt Lauterstein?
23.70,Wie viele Quadratmeter umfasst die Stadt Alsleben (Saale)?
49.69,Wie groß ist die Fläche der Stadt Jöhstadt?
